ApplNo,Form,Dosage,drugname,activeingred
86383,CAPSULE; ORAL,5MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86385,INJECTABLE; INJECTION,50MG/ML,NANDROLONE DECANOATE,NANDROLONE DECANOATE
86386,INJECTABLE; INJECTION,25MG/ML,NANDROLONE PHENPROPIONATE,NANDROLONE PHENPROPIONATE
86389,SOLUTION; ORAL,2%,LIDOCAINE HYDROCHLORIDE VISCOUS,LIDOCAINE HYDROCHLORIDE
86390,CAPSULE; ORAL,100MG,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM
86392,"TABLET, CHEWABLE; ORAL",25MG,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE
86394,INJECTABLE; INJECTION,40MG/ML,TRIAMCINOLONE DIACETATE,TRIAMCINOLONE DIACETATE
86395,SYRUP; ORAL,6.25MG/5ML,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE
86398,TABLET; ORAL,325MG;50MG;40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",ASPIRIN; BUTALBITAL; CAFFEINE
86399,TABLET; ORAL,125MG,THEOLAIR,THEOPHYLLINE
86399,TABLET; ORAL,250MG,THEOLAIR,THEOPHYLLINE
86402,INJECTABLE; INJECTION,0.01MG/ML;1%,LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
86403,CAPSULE; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86405,TABLET; ORAL,20MG,SORBITRATE,ISOSORBIDE DINITRATE
86408,CAPSULE; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86410,CAPSULE; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86413,CREAM; TOPICAL,0.50%,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
86414,CREAM; TOPICAL,0.10%,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
86415,CREAM; TOPICAL,0.03%,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
86417,INJECTABLE; INJECTION,100MG/ML,TESTOSTERONE,TESTOSTERONE
86418,INJECTABLE; INJECTION,EQ 10MG BASE/ML,METARAMINOL BITARTRATE,METARAMINOL BITARTRATE
86418,INJECTABLE; INJECTION,EQ 20MG BASE/ML,METARAMINOL BITARTRATE,METARAMINOL BITARTRATE
86419,INJECTABLE; INJECTION,50MG/ML,TESTOSTERONE,TESTOSTERONE
86420,INJECTABLE; INJECTION,25MG/ML,TESTOSTERONE,TESTOSTERONE
86423,INJECTABLE; INJECTION,8MG/ML;180MG/ML,DITATE-DS,ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE
86424,CREAM; VAGINAL,3.7%;2.86%;3.42%,TRIPLE SULFA,TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
86428,TABLET; ORAL,20MG,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE
86429,TABLET; ORAL,5MG,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE
86433,TABLET; ORAL,1MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
86440,CAPSULE; ORAL,0.025MG;2.5MG,DIPHENOXYLATE HYDROCHLORIDE W/ ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
86445,TABLET; ORAL,500MG,TOLBUTAMIDE,TOLBUTAMIDE
86450,TABLET; ORAL,10MG,ANDROID 10,METHYLTESTOSTERONE
86453,TABLET; ORAL,8MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86454,TABLET; ORAL,10MG,AMITID,AMITRIPTYLINE HYDROCHLORIDE
86454,TABLET; ORAL,25MG,AMITID,AMITRIPTYLINE HYDROCHLORIDE
86454,TABLET; ORAL,50MG,AMITID,AMITRIPTYLINE HYDROCHLORIDE
86454,TABLET; ORAL,75MG,AMITID,AMITRIPTYLINE HYDROCHLORIDE
86454,TABLET; ORAL,100MG,AMITID,AMITRIPTYLINE HYDROCHLORIDE
86456,TABLET; ORAL,8MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86457,"AEROSOL, METERED; TOPICAL",1%;1%,EPIFOAM,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
86458,TABLET; ORAL,2MG,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE
86459,INJECTABLE; INJECTION,100MG/ML,METHOCARBAMOL,METHOCARBAMOL
86462,LOTION; TOPICAL,1%,DERMACORT,HYDROCORTISONE
86466,SOLUTION; ORAL,105MG/5ML,SOMOPHYLLIN,AMINOPHYLLINE
86468,"TABLET, EXTENDED RELEASE; ORAL",250MG,PROCAN SR,PROCAINAMIDE HYDROCHLORIDE
86471,"CAPSULE, EXTENDED RELEASE; ORAL",250MG,THEOPHYL-SR,THEOPHYLLINE
86480,"CAPSULE, EXTENDED RELEASE; ORAL",125MG,THEOPHYL-SR,THEOPHYLLINE
86485,ELIXIR; ORAL,112.5MG/15ML,THEOPHYL-225,THEOPHYLLINE
86494,CAPSULE; ORAL,25MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86495,CAPSULE; ORAL,65MG,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE
86504,TABLET; ORAL,25MG,HYDRO-D,HYDROCHLOROTHIAZIDE
86505,INJECTABLE; INJECTION,66%;10%,HYPAQUE-76,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
86506,"TABLET, CHEWABLE; ORAL",100MG,THEOPHYL,THEOPHYLLINE
86507,INJECTABLE; INJECTION,80MG/ML,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE
86511,CAPSULE; ORAL,30MG,ONA-MAST,PHENTERMINE HYDROCHLORIDE
86513,TABLET; ORAL,25MG;25MG,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
86516,CAPSULE; ORAL,30MG,ONA-MAST,PHENTERMINE HYDROCHLORIDE
86519,TABLET; ORAL,4MG,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
86521,TABLET; ORAL,5MG,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE
86523,CAPSULE; ORAL,35MG,PHENAZINE,PHENDIMETRAZINE TARTRATE
86524,CAPSULE; ORAL,35MG,PHENAZINE,PHENDIMETRAZINE TARTRATE
86525,CAPSULE; ORAL,35MG,PHENAZINE,PHENDIMETRAZINE TARTRATE
86530,SUPPOSITORY; RECTAL,30MG,SECONAL SODIUM,SECOBARBITAL SODIUM
86530,SUPPOSITORY; RECTAL,60MG,SECONAL SODIUM,SECOBARBITAL SODIUM
86530,SUPPOSITORY; RECTAL,120MG,SECONAL SODIUM,SECOBARBITAL SODIUM
86530,SUPPOSITORY; RECTAL,200MG,SECONAL SODIUM,SECOBARBITAL SODIUM
86535,LOTION; TOPICAL,1%,ACTICORT,HYDROCORTISONE
86543,CAPSULE; ORAL,25MG,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
86544,CAPSULE; ORAL,50MG,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
86545,SYRUP; ORAL,150MG/15ML,THEOPHYLLINE,THEOPHYLLINE
86549,TABLET; ORAL,300MG;60MG,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
86550,TABLET; ORAL,35MG,X-TROZINE,PHENDIMETRAZINE TARTRATE
86551,TABLET; ORAL,35MG,X-TROZINE,PHENDIMETRAZINE TARTRATE
86552,TABLET; ORAL,35MG,X-TROZINE,PHENDIMETRAZINE TARTRATE
86553,TABLET; ORAL,35MG,X-TROZINE,PHENDIMETRAZINE TARTRATE
86554,TABLET; ORAL,35MG,X-TROZINE,PHENDIMETRAZINE TARTRATE
86557,SUPPOSITORY; RECTAL,100MG;2MG,MIGERGOT,CAFFEINE; ERGOTAMINE TARTRATE
86562,TABLET; ORAL,100MG;1MG,WIGRAINE,CAFFEINE; ERGOTAMINE TARTRATE
86569,"CAPSULE, EXTENDED RELEASE; ORAL",130MG,THEOCLEAR L.A.-130,THEOPHYLLINE
86569,"CAPSULE, EXTENDED RELEASE; ORAL",260MG,THEOCLEAR L.A.-260,THEOPHYLLINE
86574,TABLET; ORAL,500MG,TOLBUTAMIDE,TOLBUTAMIDE
86576,SOLUTION; NASAL,0.10%,TYZINE,TETRAHYDROZOLINE HYDROCHLORIDE
86576,SOLUTION; NASAL,0.05%,TYZINE,TETRAHYDROZOLINE HYDROCHLORIDE
86576,SPRAY; NASAL,0.10%,TYZINE,TETRAHYDROZOLINE HYDROCHLORIDE
86577,INJECTABLE; INJECTION,100MG/ML,TRIMETHOBENZAMIDE HYDROCHLORIDE,TRIMETHOBENZAMIDE HYDROCHLORIDE
86578,SOLUTION; ORAL,2%,LIDOCAINE HYDROCHLORIDE VISCOUS,LIDOCAINE HYDROCHLORIDE
86580,TABLET; ORAL,4MG,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
86586,ELIXIR; ORAL,12.5MG/5ML,BELIX,DIPHENHYDRAMINE HYDROCHLORIDE
86594,TABLET; ORAL,50MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
86595,TABLET; ORAL,10MG,PREDNISONE,PREDNISONE
86596,TABLET; ORAL,50MG,PREDNISONE,PREDNISONE
86597,TABLET; ORAL,50MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
86598,INJECTABLE; INJECTION,100MG/ML,NANDROLONE DECANOATE,NANDROLONE DECANOATE
86606,INJECTABLE; INJECTION,25MG/ML,AMINOPHYLLINE,AMINOPHYLLINE
86610,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86619,INJECTABLE; INJECTION,EQ 100MG BASE/VIAL,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE
86651,SOLUTION; INHALATION,0.08%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,0.08%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,0.10%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,0.14%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,0.17%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,0.20%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,0.25%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86651,SOLUTION; INHALATION,1%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86666,INJECTABLE; INJECTION,40MG/ML,M-PREDROL,METHYLPREDNISOLONE ACETATE
86678,TABLET; ORAL,4MG,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
86681,TABLET; ORAL,300MG;30MG,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
86683,TABLET; ORAL,300MG;60MG,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
86695,CAPSULE; ORAL,EQ 50MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86697,CAPSULE; ORAL,EQ 100MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86698,CAPSULE; ORAL,EQ 25MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86705,CAPSULE; ORAL,EQ 50MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86710,TABLET; ORAL,325MG;50MG;40MG,"BUTALBITAL, ASPIRIN AND CAFFEINE",ASPIRIN; BUTALBITAL; CAFFEINE
86711,SOLUTION; INHALATION,1%,BETA-2,ISOETHARINE HYDROCHLORIDE
86712,SYRUP; ORAL,10MG/5ML,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
86713,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86714,INJECTABLE; INJECTION,2MEQ/ML,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
86715,TABLET; ORAL,0.3MG,ESTRATAB,"ESTROGENS, ESTERIFIED"
86720,ELIXIR; ORAL,80MG/15ML,THEOPHYLLINE,THEOPHYLLINE
86724,OINTMENT; TOPICAL,5%,LIDOCAINE,LIDOCAINE
86727,TABLET; ORAL,0.025MG;2.5MG,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
86728,CAPSULE; ORAL,EQ 100MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86732,CAPSULE; ORAL,30MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86735,CAPSULE; ORAL,15MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86737,TABLET; ORAL,4MG,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
86740,CAPSULE; ORAL,30MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86742,"TABLET, EXTENDED RELEASE; ORAL",600MG,CHOLEDYL SA,OXTRIPHYLLINE
86743,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86744,TABLET; ORAL,10MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86745,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86746,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86747,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86748,ELIXIR; ORAL,80MG/15ML,THEOPHYLLINE,THEOPHYLLINE
86750,TABLET; SUBLINGUAL,2MG,WIGRETTES,ERGOTAMINE TARTRATE
86754,INJECTABLE; INJECTION,12.5GM/50ML,MANNITOL 25%,MANNITOL
86760,"TABLET, EXTENDED RELEASE; ORAL",225MG,PHYLLOCONTIN,AMINOPHYLLINE
86761,INJECTABLE; INJECTION,1%,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
86761,INJECTABLE; INJECTION,2%,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
86763,SOLUTION; INHALATION,1%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86764,SOLUTION; INHALATION,0.50%,ISOPROTERENOL HYDROCHLORIDE,ISOPROTERENOL HYDROCHLORIDE
86765,CONCENTRATE; ORAL,25MG/ML,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE
86766,OINTMENT; TOPICAL,0.20%,NITROFURAZONE,NITROFURAZONE
86769,LOTION; TOPICAL,1%,SCABENE,LINDANE
86795,TABLET; ORAL,250MG,CHLOROTHIAZIDE,CHLOROTHIAZIDE
86796,TABLET; ORAL,500MG,CHLOROTHIAZIDE,CHLOROTHIAZIDE
86797,INJECTABLE; INJECTION,10%,NOVOCAIN,PROCAINE HYDROCHLORIDE
86798,TABLET; ORAL,0.025MG;2.5MG,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
86808,TABLET; ORAL,4MG,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
86809,TABLET; ORAL,25MG,SPIRONOLACTONE,SPIRONOLACTONE
86810,CREAM; TOPICAL,0.01%,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE
86811,CREAM; TOPICAL,0.03%,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE
86813,TABLET; ORAL,20MG,PREDNISONE,PREDNISONE
86821,INJECTABLE; INJECTION,50MG/ML,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86822,INJECTABLE; INJECTION,25MG/ML,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86823,CREAM; TOPICAL,0.50%,H-CORT,HYDROCORTISONE
86824,LOTION; TOPICAL,0.50%,H-CORT,HYDROCORTISONE
86826,"CAPSULE, EXTENDED RELEASE; ORAL",125MG,ELIXOPHYLLIN SR,THEOPHYLLINE
86826,"CAPSULE, EXTENDED RELEASE; ORAL",250MG,ELIXOPHYLLIN SR,THEOPHYLLINE
86827,TABLET; ORAL,10MG,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86829,TABLET; ORAL,25MG,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86831,TABLET; ORAL,50MG,CHLORTHALIDONE,CHLORTHALIDONE
86831,TABLET; ORAL,25MG,CHLORTHALIDONE,CHLORTHALIDONE
86833,SYRUP; ORAL,2MG/5ML,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
86834,TABLET; ORAL,35MG,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE
86835,TABLET; ORAL,2MG,POLARAMINE,DEXCHLORPHENIRAMINE MALEATE
86836,TABLET; ORAL,50MG,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86837,SYRUP; ORAL,2MG/5ML,POLARAMINE,DEXCHLORPHENIRAMINE MALEATE
86840,CAPSULE; ORAL,EQ 25MG HCL,HYDROXYZINE PAMOATE,HYDROXYZINE PAMOATE
86841,TABLET; ORAL,25MG,DAPSONE,DAPSONE
86842,TABLET; ORAL,100MG,DAPSONE,DAPSONE
86844,SOLUTION/DROPS; OTIC,2%;1%,ORLEX HC,"ACETIC ACID, GLACIAL; HYDROCORTISONE"
86845,SOLUTION/DROPS; OTIC,2%,ORLEX,"ACETIC ACID, GLACIAL"
86853,TABLET; ORAL,150MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86854,TABLET; ORAL,100MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86857,TABLET; ORAL,50MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86859,TABLET; ORAL,25MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86860,TABLET; ORAL,75MG,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE
86863,CONCENTRATE; ORAL,100MG/ML,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE
86865,TABLET; ORAL,100MG,CHLORPROPAMIDE,CHLORPROPAMIDE
86866,TABLET; ORAL,250MG,CHLORPROPAMIDE,CHLORPROPAMIDE
86867,TABLET; ORAL,50MG,PREDNISONE,PREDNISONE
86874,CAPSULE; ORAL,25MG,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
86875,CAPSULE; ORAL,50MG,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
86876,CAPSULE; ORAL,10MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86880,SYRUP; ORAL,10MG/5ML,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE
86881,TABLET; ORAL,25MG;25MG,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
86885,TABLET; ORAL,200MG,PROMAPAR,CHLORPROMAZINE HYDROCHLORIDE
86886,TABLET; ORAL,10MG,PROMAPAR,CHLORPROMAZINE HYDROCHLORIDE
86887,TABLET; ORAL,50MG,PROMAPAR,CHLORPROMAZINE HYDROCHLORIDE
86888,TABLET; ORAL,100MG,PROMAPAR,CHLORPROMAZINE HYDROCHLORIDE
86889,TABLET; ORAL,250MG,DISULFIRAM,DISULFIRAM
86890,TABLET; ORAL,500MG,DISULFIRAM,DISULFIRAM
86892,CAPSULE; ORAL,5MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86893,CAPSULE; ORAL,25MG,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
86898,TABLET; ORAL,25MG,SPIRONOLACTONE,SPIRONOLACTONE
86899,SOLUTION; INHALATION,1%,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
86900,TABLET; ORAL,2MG,GLYCOPYRROLATE,GLYCOPYRROLATE
86901,TABLET; ORAL,250MG,CHLORZOXAZONE,CHLORZOXAZONE
86902,TABLET; ORAL,1MG,GLYCOPYRROLATE,GLYCOPYRROLATE
86903,INJECTABLE; INJECTION,40MG/ML,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE
86903,INJECTABLE; INJECTION,80MG/ML,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE
86906,INJECTABLE; INJECTION,EQ 40MG BASE/VIAL,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE
86906,INJECTABLE; INJECTION,EQ 125MG BASE/VIAL,METHYLPREDNISOLONE,METHYLPREDNISOLONE SODIUM SUCCINATE
86906,INJECTABLE; INJECTION,EQ 500MG BASE/VIAL,METHYLPREDNISOLONE,METHYLPREDNISOLONE SODIUM SUCCINATE
86906,INJECTABLE; INJECTION,EQ 1GM BASE/VIAL,METHYLPREDNISOLONE,METHYLPREDNISOLONE SODIUM SUCCINATE
86911,CAPSULE; ORAL,30MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86917,TABLET; ORAL,500MG,PROBENECID,PROBENECID
86923,TABLET; ORAL,5MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86925,TABLET; ORAL,10MG,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE
86926,TABLET; ORAL,500MG,TOLBUTAMIDE,TOLBUTAMIDE
86936,ELIXIR; ORAL,2MG/5ML,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE
86937,ELIXIR; ORAL,12.5MG/5ML,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
86938,TABLET; ORAL,500MG,CHLOROTHIAZIDE,CHLOROTHIAZIDE
86940,TABLET; ORAL,250MG,CHLOROTHIAZIDE,CHLOROTHIAZIDE
86941,TABLET; ORAL,4MG,CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE
86942,CAPSULE; ORAL,250MG,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE
86943,CAPSULE; ORAL,500MG,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE
86944,TABLET; ORAL,25MG,DIPYRIDAMOLE,DIPYRIDAMOLE
86945,CAPSULE; ORAL,30MG,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
86946,TABLET; ORAL,50MG,PREDNISONE,PREDNISONE
86947,INJECTABLE; INJECTION,0.2MG/ML,GLYCOPYRROLATE,GLYCOPYRROLATE
86948,TABLET; ORAL,250MG,CHLORZOXAZONE,CHLORZOXAZONE
86950,TABLET; ORAL,0.025MG;2.5MG,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
86952,CAPSULE; ORAL,375MG,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE
86953,INJECTABLE; INJECTION,EQ 40MG BASE/VIAL,METHYLPREDNISOLONE SODIUM SUCCINATE,METHYLPREDNISOLONE SODIUM SUCCINATE
86954,TABLET; ORAL,0.5MG;500MG,PROBENECID W/ COLCHICINE,COLCHICINE; PROBENECID
86961,TABLET; ORAL,25MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86962,TABLET; ORAL,50MG,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE
86968,TABLET; ORAL,5MG,PREDNISONE,PREDNISONE
86983,SUSPENSION; ORAL,250MG/5ML,AZULFIDINE,SULFASALAZINE
86984,TABLET; SUBLINGUAL,0.5MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
86985,TABLET; SUBLINGUAL,1MG,ERGOLOID MESYLATES,ERGOLOID MESYLATES
86986,TABLET; ORAL,325MG;50MG;40MG,LANORINAL,ASPIRIN; BUTALBITAL; CAFFEINE
86987,TABLET; ORAL,4MG,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE
86988,TABLET; ORAL,750MG,METHOCARBAMOL,METHOCARBAMOL
86989,TABLET; ORAL,500MG,METHOCARBAMOL,METHOCARBAMOL
86996,CAPSULE; ORAL,325MG;50MG;40MG,LANORINAL,ASPIRIN; BUTALBITAL; CAFFEINE
86998,"TABLET, EXTENDED RELEASE; ORAL",200MG,THEO-DUR,THEOPHYLLINE
87001,SYRUP; ORAL,2MG/5ML,CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE
87002,TABLET; ORAL,100MG,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE
87003,TABLET; ORAL,325MG;5MG,ROXICET,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
87004,TABLET; ORAL,25MG;25MG,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
87005,TABLET; ORAL,4MG,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE
87006,SOLUTION; ORAL,120MG/5ML;12MG/5ML,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE
87007,TABLET; ORAL,2MG,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE
87009,TABLET; ORAL,4MG,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE
87010,"CAPSULE, EXTENDED RELEASE; ORAL",125MG,THEOVENT,THEOPHYLLINE
87011,TABLET; ORAL,200MG,QUINIDINE SULFATE,QUINIDINE SULFATE
87014,INJECTABLE; INJECTION,25MG/ML,ORGATRAX,HYDROXYZINE HYDROCHLORIDE
87014,INJECTABLE; INJECTION,50MG/ML,ORGATRAX,HYDROXYZINE HYDROCHLORIDE
87020,CAPSULE; ORAL,375MG,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE
